id,applicationName,componentName,runtime,framework,databases,integrations,storages
tech-192,Procurement Monitor,Procurement Monitor Backend,Node.js 16,Remix,"PostgreSQL,DocumentDB",SQS,"S3,EBS"
tech-193,E-Commerce Dashboard 62,E-Commerce Dashboard 62 Processor,.NET 6,Flask,DynamoDB,"Cognito,WebSockets","S3,Storage Gateway,Backup"
tech-194,E-Commerce Dashboard 62,E-Commerce Dashboard 62 API,Python 3.12,Angular,"SQL Server,CouchDB,Redis",Cognito,"EBS,Glacier"
tech-195,E-Commerce Dashboard 62,E-Commerce Dashboard 62 Processor,Python 3.9,Express.js,Redis,"Step Functions,REST API,Kinesis",EBS
tech-196,E-Commerce Dashboard 62,E-Commerce Dashboard 62 Worker,Java 17,Solid.js,"Redis,Redshift","SQS,AMQP,MQTT,WebSockets","S3,EFS,FSx"
tech-197,E-Commerce Dashboard 62,E-Commerce Dashboard 62 Worker,Java 17,Express.js,Aurora PostgreSQL,"Step Functions,MQTT,AMQP,REST API",Backup
tech-198,HR Platform,HR Platform Service,PHP 8.2,Fiber,CouchDB,"Cognito,SQS,MQTT,RabbitMQ","S3,Storage Gateway,EBS"
tech-199,HR Platform,HR Platform Processor,Java 11,React,"Elasticsearch,Neptune,PostgreSQL","Kafka,WebSockets",EBS
tech-200,Product Management System 64,Product Management System 64,PHP 8.1,Spring Boot,"Redis,SQL Server,Timestream","EventBridge,WebSockets","EFS,FSx"
tech-201,IT Tracker,IT Tracker Worker,PHP 8.2,React,"Aurora PostgreSQL,Timestream","GraphQL,Cognito,RabbitMQ,WebSockets","Backup,FSx,EBS"
tech-202,IT Tracker,IT Tracker Frontend,Ruby 3.0,React,,RabbitMQ,"Storage Gateway,FSx"
tech-203,IT Tracker,IT Tracker Worker,Java 11,FastAPI,"Oracle,Neo4j","GraphQL,REST API",EBS
tech-204,IT Tracker,IT Tracker Worker,Python 3.9,Vue.js,"DocumentDB,MariaDB,MongoDB",Cognito,"FSx,EBS,EFS"
tech-205,Finance Controller 66,Finance Controller 66 Worker,Java 21,Spring Boot,,"Cognito,WebSockets,SNS,Kinesis",Glacier
tech-206,Finance Controller 66,Finance Controller 66 Worker,Java 11,Angular,,gRPC,"Glacier,EBS,S3"
tech-207,Finance Controller 66,Finance Controller 66 Frontend,PHP 8.1,React,"MongoDB,CouchDB","SQS,REST API,gRPC","Glacier,EBS,Storage Gateway"
tech-208,Engineering Hub,Engineering Hub Frontend,Node.js 20,Angular,PostgreSQL,"SNS,WebSockets,REST API,Step Functions","Storage Gateway,EFS"
tech-209,Engineering Hub,Engineering Hub API,.NET 8,Ruby on Rails,"Aurora MySQL,Oracle,DynamoDB","Auth0,REST API,Kafka","S3,EFS"
tech-210,E-Commerce Hub,E-Commerce Hub Service,Python 3.11,Spring Boot,MariaDB,Kafka,CloudFront
tech-211,E-Commerce Hub,E-Commerce Hub API,Python 3.9,Fiber,Cassandra,EventBridge,"Storage Gateway,CloudFront,FSx"
tech-212,E-Commerce Hub,E-Commerce Hub Processor,Node.js 18,Gin,"Redshift,MongoDB,Neo4j",Step Functions,"S3,EBS,Backup"
tech-213,E-Commerce Hub,E-Commerce Hub Service,Node.js 18,Gin,Oracle,Step Functions,"S3,EBS,Backup"
tech-214,E-Commerce Hub,E-Commerce Hub Service,Node.js 16,FastAPI,"SQL Server,DocumentDB","WebSockets,Auth0,RabbitMQ","S3,EFS,CloudFront"
tech-215,Legal Hub,Legal Hub API,Java 21,Next.js,,"Kinesis,gRPC,Step Functions","Glacier,S3,Backup"
tech-216,Legal Hub,Legal Hub Processor,Python 3.10,Django,"Timestream,Aurora MySQL,Redshift","SQS,AMQP,Cognito,Kinesis","Storage Gateway,EFS,S3"
tech-217,Legal Hub,Legal Hub Worker,Python 3.12,Solid.js,"Aurora PostgreSQL,DynamoDB,Redis",EventBridge,"Storage Gateway,CloudFront,EBS"
tech-218,Legal Hub,Legal Hub API,Node.js 18,Fiber,Redshift,"SQS,Kafka,WebSockets","EFS,CloudFront"
tech-219,Legal Hub,Legal Hub API,Python 3.12,Express.js,"SQL Server,DynamoDB",Auth0,"Glacier,Storage Gateway"
tech-220,Product Dashboard 70,Product Dashboard 70,PHP 8.2,Flask,MongoDB,"MQTT,SNS",EBS
tech-221,Legal Application 71,Legal Application 71,Node.js 16,Svelte,"Timestream,Redis",AMQP,"Glacier,CloudFront,Storage Gateway"
tech-222,Finance Controller 72,Finance Controller 72 Processor,Java 17,Ruby on Rails,"MongoDB,Oracle,MySQL","SNS,EventBridge","FSx,S3,Storage Gateway"
tech-223,Finance Controller 72,Finance Controller 72 Frontend,Java 17,Laravel,,"gRPC,SNS,Kafka,Kinesis",Backup
tech-224,Finance Controller 72,Finance Controller 72 Frontend,Go 1.21,Angular,,REST API,Glacier
tech-225,Finance Controller 72,Finance Controller 72 Service,PHP 8.2,Gin,,"Auth0,GraphQL,EventBridge","FSx,Backup"
tech-226,HR Controller,HR Controller Service,Java 17,Django,"Timestream,Redshift","EventBridge,Kafka,MQTT,RabbitMQ","Backup,Storage Gateway,FSx"
tech-227,HR Controller,HR Controller Service,Go 1.20,Echo,,"SQS,Step Functions","S3,Backup,CloudFront"
tech-228,HR Controller,HR Controller Service,Node.js 20,React,DocumentDB,"RabbitMQ,Cognito,SNS","FSx,CloudFront"
tech-229,HR Controller,HR Controller Service,.NET 7,Angular,"CouchDB,Aurora PostgreSQL","Step Functions,Kafka,WebSockets,Auth0","EFS,Backup,CloudFront"
tech-230,Business Development Service,Business Development Service API,Go 1.21,Fiber,Aurora PostgreSQL,"Kinesis,Step Functions,Auth0","FSx,EFS,Storage Gateway"
tech-231,Business Development Service,Business Development Service API,Python 3.10,FastAPI,"Neo4j,MySQL,MongoDB","Kinesis,GraphQL,RabbitMQ","FSx,CloudFront,EBS"
tech-232,Business Development Service,Business Development Service Worker,Java 17,Nuxt.js,,"Kafka,MQTT,WebSockets",S3
tech-233,Procurement Controller,Procurement Controller Worker,Python 3.9,Gin,"Neptune,Elasticsearch,Aurora PostgreSQL","REST API,SQS,SNS,Cognito",CloudFront
tech-234,Procurement Controller,Procurement Controller Worker,Ruby 3.0,Spring Boot,,"Cognito,SQS,AMQP","S3,Backup"
tech-235,Procurement Controller,Procurement Controller Backend,Node.js 20,Remix,,"Kafka,MQTT,EventBridge","S3,EBS"
tech-236,Sales Portal,Sales Portal Worker,Go 1.20,ASP.NET Core,"DynamoDB,Oracle","Kafka,gRPC,SQS,REST API","FSx,S3,Storage Gateway"
tech-237,Sales Portal,Sales Portal Service,Python 3.10,Spring Boot,"Cassandra,Timestream",REST API,Backup
tech-238,Sales Portal,Sales Portal Processor,Java 17,Express.js,DynamoDB,"SQS,Cognito",CloudFront
tech-239,R&D Portal,R&D Portal API,.NET 6,React,"SQL Server,Neptune,DynamoDB",Kafka,EFS
tech-240,R&D Portal,R&D Portal Worker,Python 3.11,Django,Aurora MySQL,"SNS,MQTT,AMQP,RabbitMQ","S3,EFS,Glacier"
tech-241,R&D Portal,R&D Portal Processor,Go 1.21,Echo,"SQL Server,PostgreSQL",Step Functions,"EBS,S3"
tech-242,R&D Portal,R&D Portal Service,Go 1.21,Next.js,,"RabbitMQ,MQTT","S3,EFS"
tech-243,Supply Chain Dashboard,Supply Chain Dashboard,PHP 8.1,Flask,,"SQS,Kinesis","FSx,S3,Storage Gateway"
tech-244,Risk Management Controller,Risk Management Controller Worker,Java 21,Gin,"Redis,MariaDB","MQTT,Step Functions,gRPC","CloudFront,Glacier,EFS"
tech-245,Risk Management Controller,Risk Management Controller API,Java 17,Vue.js,"Neptune,MongoDB,MariaDB",RabbitMQ,"Storage Gateway,FSx,EBS"
tech-246,Risk Management Controller,Risk Management Controller Worker,.NET 7,Fiber,,MQTT,"Storage Gateway,Backup"
tech-247,Risk Management Controller,Risk Management Controller Frontend,Node.js 16,Gin,,"MQTT,gRPC",EBS
tech-248,Risk Management Controller,Risk Management Controller API,PHP 8.1,Django,Timestream,"Kinesis,Step Functions","CloudFront,EFS"
tech-249,Legal Application,Legal Application,PHP 8.1,Solid.js,"Cassandra,CouchDB,Neptune","EventBridge,Auth0,Kinesis,WebSockets","FSx,S3,Glacier"
tech-250,Legal Processor,Legal Processor,Ruby 3.1,React,"DynamoDB,PostgreSQL","AMQP,gRPC","FSx,CloudFront"
tech-251,Sales Dashboard,Sales Dashboard Processor,.NET 7,Spring Boot,"Oracle,MySQL","GraphQL,Cognito",Glacier
tech-252,Sales Dashboard,Sales Dashboard Service,Node.js 16,Svelte,"Neo4j,MySQL,Oracle","MQTT,REST API",CloudFront
tech-253,Sales Dashboard,Sales Dashboard Worker,Python 3.11,Django,"PostgreSQL,Timestream,Neo4j","REST API,SQS,EventBridge,Step Functions","FSx,Glacier,EFS"
tech-254,Operations Service 83,Operations Service 83 API,PHP 8.1,FastAPI,"Neo4j,Redis,MariaDB",REST API,"EBS,S3"
tech-255,Operations Service 83,Operations Service 83 Backend,Java 17,Remix,,"gRPC,SQS,Step Functions,GraphQL","Storage Gateway,Backup"
tech-256,Operations Service 83,Operations Service 83 Backend,Node.js 20,React,SQL Server,"RabbitMQ,WebSockets","CloudFront,Backup"
tech-257,Operations Service 83,Operations Service 83 Service,Go 1.20,Django,"Aurora MySQL,DocumentDB,MySQL","WebSockets,Kinesis,Kafka","FSx,EBS"
tech-258,Operations Service 83,Operations Service 83 Processor,Python 3.12,Gin,"Elasticsearch,DynamoDB",Auth0,"Backup,Glacier"
tech-259,Supply Chain Engine,Supply Chain Engine,Node.js 16,Flask,"SQL Server,MariaDB","gRPC,EventBridge","S3,Backup,EBS"
tech-260,Marketing Platform,Marketing Platform Worker,Java 11,Svelte,"Elasticsearch,PostgreSQL,SQL Server","GraphQL,Cognito","FSx,EFS,Backup"
tech-261,Marketing Platform,Marketing Platform Worker,Python 3.9,Remix,,Cognito,"Glacier,S3,EBS"
tech-262,Marketing Platform,Marketing Platform Processor,.NET 7,Solid.js,"Redis,Oracle","Auth0,WebSockets,REST API","Backup,Storage Gateway,FSx"
tech-263,Quality Assurance Analyzer,Quality Assurance Analyzer Service,.NET 8,Vue.js,"MongoDB,Elasticsearch,Redshift","WebSockets,EventBridge,Auth0,SQS",EFS
tech-264,Quality Assurance Analyzer,Quality Assurance Analyzer API,Python 3.11,Remix,"Neptune,SQL Server,Oracle","SNS,MQTT,gRPC",FSx
tech-265,Finance Tool 87,Finance Tool 87 Service,Node.js 20,FastAPI,,"Step Functions,AMQP",EBS
tech-266,Finance Tool 87,Finance Tool 87 Backend,Go 1.21,Solid.js,"DocumentDB,Aurora MySQL","GraphQL,EventBridge",Storage Gateway
tech-267,Finance Tool 87,Finance Tool 87 API,Go 1.21,Flask,"PostgreSQL,Aurora PostgreSQL,SQL Server",Kinesis,"S3,Backup"
tech-268,Operations Tool,Operations Tool Worker,PHP 8.2,Remix,CouchDB,"REST API,Auth0,GraphQL","EBS,FSx,Backup"
tech-269,Operations Tool,Operations Tool Backend,PHP 8.2,Laravel,MongoDB,"SNS,Auth0,Kinesis,MQTT",CloudFront
tech-270,Operations Tool,Operations Tool API,Python 3.9,Ruby on Rails,"Redshift,DynamoDB",gRPC,FSx
tech-271,Operations Tool,Operations Tool Service,Node.js 20,Svelte,"CouchDB,MariaDB,Redshift","gRPC,MQTT,Kinesis","EBS,Storage Gateway"
tech-272,Operations Tool,Operations Tool Worker,.NET 7,ASP.NET Core,,"Kafka,Auth0,EventBridge,Cognito","FSx,EBS"
tech-273,Legal Tracker 89,Legal Tracker 89 Frontend,.NET 6,Vue.js,,"SNS,WebSockets,GraphQL,EventBridge","CloudFront,Storage Gateway"
tech-274,Legal Tracker 89,Legal Tracker 89 Worker,Go 1.21,Nuxt.js,"Redis,DocumentDB,Elasticsearch","AMQP,Kafka,GraphQL,Cognito","S3,Storage Gateway,FSx"
tech-275,Legal Tracker 89,Legal Tracker 89 Processor,Java 11,React,,"Cognito,AMQP,Kinesis,REST API",Storage Gateway
tech-276,Legal Tracker 89,Legal Tracker 89 Backend,.NET 8,Flask,Oracle,"MQTT,RabbitMQ","Glacier,EBS"
tech-277,Sales Hub,Sales Hub Processor,PHP 8.2,Vue.js,"DocumentDB,SQL Server","Step Functions,SQS,Auth0",FSx
tech-278,Sales Hub,Sales Hub Frontend,Node.js 16,Echo,,"REST API,Kinesis,Kafka",EFS
tech-279,Sales Hub,Sales Hub Frontend,Ruby 3.0,Nuxt.js,"MongoDB,Aurora MySQL,CouchDB","AMQP,EventBridge","Backup,Storage Gateway,Glacier"
tech-280,Sales Hub,Sales Hub Frontend,.NET 6,Gin,,GraphQL,"Backup,EFS,Glacier"
tech-281,Sales Hub,Sales Hub Worker,PHP 8.2,Next.js,,"Cognito,Auth0","Backup,Storage Gateway,S3"
tech-282,Procurement Gateway 91,Procurement Gateway 91 Backend,Ruby 3.0,ASP.NET Core,"CouchDB,Oracle,Neptune","SNS,gRPC,AMQP,MQTT","EFS,FSx"
tech-283,Procurement Gateway 91,Procurement Gateway 91 API,Python 3.12,Django,"Redshift,Cassandra,DynamoDB","REST API,AMQP",FSx
tech-284,Finance Service,Finance Service Backend,.NET 6,Gin,Neo4j,"SNS,Step Functions,Cognito","FSx,EFS"
tech-285,Finance Service,Finance Service Service,.NET 6,Gin,"DynamoDB,Aurora PostgreSQL","Kafka,RabbitMQ,Kinesis",EFS
tech-286,Finance Service,Finance Service Service,Java 21,Gin,Timestream,"SQS,REST API,Kafka,Step Functions",CloudFront
tech-287,Finance Service,Finance Service Service,PHP 8.2,Vue.js,"Redis,Cassandra",AMQP,"Glacier,Backup,FSx"
tech-288,Finance Service,Finance Service Processor,PHP 8.1,Express.js,"Elasticsearch,MongoDB,Redis","gRPC,SQS","Backup,Storage Gateway,EBS"
tech-289,Quality Assurance Engine,Quality Assurance Engine,Python 3.9,Vue.js,"MariaDB,SQL Server","SQS,MQTT,AMQP,REST API","CloudFront,EBS"
tech-290,Supply Chain Controller 94,Supply Chain Controller 94 API,Ruby 3.1,Vue.js,,SNS,Glacier
tech-291,Supply Chain Controller 94,Supply Chain Controller 94 Processor,Node.js 18,React,"SQL Server,Neo4j,Redis","Step Functions,AMQP","CloudFront,Storage Gateway,EFS"
tech-292,Supply Chain Controller 94,Supply Chain Controller 94 Worker,Go 1.20,Vue.js,"Aurora PostgreSQL,CouchDB,Redshift","RabbitMQ,gRPC,WebSockets,EventBridge","S3,FSx,Storage Gateway"
tech-293,Supply Chain Controller 94,Supply Chain Controller 94 Service,Python 3.10,Angular,Oracle,"RabbitMQ,Kafka,SQS",CloudFront
tech-294,Supply Chain Controller 94,Supply Chain Controller 94 Frontend,Ruby 3.0,Fiber,"Aurora MySQL,Redis","SQS,Step Functions","Storage Gateway,FSx,CloudFront"
tech-295,Marketing Analyzer,Marketing Analyzer Backend,PHP 8.1,Express.js,"Oracle,Redshift",RabbitMQ,Backup
tech-296,Marketing Analyzer,Marketing Analyzer Processor,Java 17,Nuxt.js,"MongoDB,MariaDB","Step Functions,WebSockets,GraphQL",EBS
tech-297,Marketing Analyzer,Marketing Analyzer Frontend,Python 3.11,Echo,,"EventBridge,REST API,Cognito","CloudFront,S3,FSx"
tech-298,Customer Service Application,Customer Service Application Processor,Python 3.9,Spring Boot,DocumentDB,"SQS,Kafka,Step Functions","FSx,Storage Gateway"
tech-299,Customer Service Application,Customer Service Application Frontend,Python 3.10,Ruby on Rails,"Redshift,CouchDB",AMQP,EFS
tech-300,Customer Service Application,Customer Service Application API,Python 3.10,Ruby on Rails,,"SNS,RabbitMQ,SQS",Backup
tech-301,Customer Service Application,Customer Service Application Worker,.NET 7,Django,Timestream,"REST API,SQS,Step Functions,EventBridge","FSx,Storage Gateway"
tech-302,Customer Service Application,Customer Service Application Worker,Go 1.20,Fiber,"MariaDB,Timestream,SQL Server",gRPC,"FSx,Backup,EBS"
tech-303,Marketing Application 97,Marketing Application 97,Ruby 3.1,Flask,"Timestream,SQL Server","SNS,Kafka,WebSockets","S3,Backup"
tech-304,Procurement Processor 98,Procurement Processor 98 API,Python 3.11,Nuxt.js,,"WebSockets,EventBridge,REST API","CloudFront,EBS,Glacier"
tech-305,Procurement Processor 98,Procurement Processor 98 Processor,Python 3.10,Ruby on Rails,,"SNS,AMQP,GraphQL,RabbitMQ","FSx,Backup,EBS"
tech-306,E-Commerce Tool,E-Commerce Tool API,.NET 8,Fiber,"MongoDB,Redis","Kafka,gRPC,Kinesis,Step Functions","Storage Gateway,Glacier,EFS"
tech-307,E-Commerce Tool,E-Commerce Tool Processor,Go 1.21,FastAPI,"Aurora MySQL,Aurora PostgreSQL","SQS,MQTT",S3
tech-308,E-Commerce Tool,E-Commerce Tool Processor,Ruby 3.1,React,"Aurora PostgreSQL,MongoDB,Aurora MySQL","WebSockets,RabbitMQ","Glacier,FSx,Backup"
tech-309,E-Commerce Tool,E-Commerce Tool API,Python 3.10,Laravel,"DynamoDB,Aurora PostgreSQL","GraphQL,RabbitMQ,MQTT",EFS
tech-310,E-Commerce Tool,E-Commerce Tool Service,Python 3.10,Flask,,Kinesis,"Storage Gateway,EFS"
tech-311,Product Engine,Product Engine API,.NET 8,Laravel,SQL Server,"RabbitMQ,gRPC",CloudFront
tech-312,Product Engine,Product Engine Worker,PHP 8.2,ASP.NET Core,"Aurora PostgreSQL,Neptune,Elasticsearch","GraphQL,Step Functions,Kafka",S3
tech-313,Product Engine,Product Engine Service,Node.js 18,Express.js,SQL Server,SQS,"CloudFront,EBS"
tech-314,Product Engine,Product Engine API,PHP 8.2,Ruby on Rails,,"AMQP,MQTT","EBS,Backup,FSx"
tech-315,Product Engine,Product Engine API,Node.js 18,Echo,,"gRPC,Kafka,Kinesis,Cognito",EFS
tech-316,Operations Processor 101,Operations Processor 101,Node.js 18,Solid.js,,Step Functions,"CloudFront,FSx,EFS"
tech-317,Engineering Platform,Engineering Platform Backend,Python 3.9,FastAPI,DynamoDB,"REST API,Step Functions","FSx,Backup,Storage Gateway"
tech-318,Engineering Platform,Engineering Platform Worker,Java 11,Solid.js,"PostgreSQL,Elasticsearch","Kafka,SNS","FSx,EFS,S3"
tech-319,Engineering Platform,Engineering Platform API,Python 3.10,Spring Boot,,"Cognito,Step Functions","Backup,FSx"
tech-320,Engineering Platform,Engineering Platform Service,Go 1.21,FastAPI,"DynamoDB,SQL Server,Neo4j","GraphQL,AMQP,SQS","Glacier,FSx"
tech-321,Engineering Platform,Engineering Platform Backend,Go 1.21,Express.js,Elasticsearch,"gRPC,WebSockets",Storage Gateway
tech-322,Operations Tracker,Operations Tracker Worker,.NET 7,Next.js,"DocumentDB,Redshift,SQL Server","WebSockets,SNS,RabbitMQ","Backup,CloudFront,Glacier"
tech-323,Operations Tracker,Operations Tracker Frontend,Ruby 3.1,Ruby on Rails,Elasticsearch,"AMQP,Kafka,MQTT",EBS
tech-324,Marketing Monitor,Marketing Monitor Backend,Ruby 3.1,Echo,"Aurora PostgreSQL,Aurora MySQL","EventBridge,GraphQL,RabbitMQ,gRPC","Storage Gateway,EBS,Glacier"
tech-325,Marketing Monitor,Marketing Monitor API,Python 3.11,Ruby on Rails,DocumentDB,"Cognito,REST API,AMQP",EBS
tech-326,Compliance Platform,Compliance Platform,Go 1.21,Flask,"PostgreSQL,Elasticsearch",Auth0,"Glacier,S3,FSx"
tech-327,R&D Controller,R&D Controller Service,PHP 8.2,Ruby on Rails,"Neptune,Timestream,MongoDB","Step Functions,SQS,EventBridge","CloudFront,S3,Storage Gateway"
tech-328,R&D Controller,R&D Controller Processor,Java 21,Svelte,"MySQL,SQL Server,Timestream","MQTT,Kafka,SNS","EBS,CloudFront,S3"
tech-329,R&D Controller,R&D Controller Frontend,Go 1.21,Vue.js,"Redshift,PostgreSQL","SNS,REST API",EFS
tech-330,R&D Controller,R&D Controller Processor,Python 3.10,Vue.js,MongoDB,"RabbitMQ,AMQP","EBS,FSx"
tech-331,Business Development Analyzer,Business Development Analyzer,Node.js 20,Next.js,Neo4j,"WebSockets,SNS,Cognito","Storage Gateway,Backup"
tech-332,Compliance Monitor,Compliance Monitor,Node.js 20,Django,,EventBridge,"EFS,S3"
tech-333,Legal Engine,Legal Engine Worker,Go 1.20,Express.js,"PostgreSQL,Timestream","SNS,GraphQL,AMQP",CloudFront
tech-334,Legal Engine,Legal Engine Backend,Python 3.9,Django,"Neo4j,DocumentDB,Cassandra","Cognito,RabbitMQ,Auth0,Step Functions","Backup,FSx,EFS"
tech-335,Manufacturing Engine,Manufacturing Engine Worker,Go 1.21,ASP.NET Core,"MariaDB,CouchDB",SNS,"S3,Glacier,CloudFront"
tech-336,Manufacturing Engine,Manufacturing Engine Processor,Ruby 3.0,Express.js,"DynamoDB,PostgreSQL",Kafka,"EFS,S3"
tech-337,Procurement Engine,Procurement Engine Processor,.NET 6,Express.js,"Neptune,Aurora PostgreSQL","Auth0,SNS,Kinesis,EventBridge","FSx,S3"
tech-338,Procurement Engine,Procurement Engine Backend,Java 21,Svelte,,"SNS,AMQP","Storage Gateway,Backup,FSx"
tech-339,Procurement Engine,Procurement Engine Worker,Python 3.11,Laravel,"MySQL,Aurora MySQL","AMQP,gRPC,SQS,RabbitMQ","Glacier,Backup"
tech-340,Engineering Processor 112,Engineering Processor 112 API,Python 3.11,Gin,,"EventBridge,Kafka",EBS
tech-341,Engineering Processor 112,Engineering Processor 112 Service,Ruby 3.0,Vue.js,,"WebSockets,gRPC,REST API","S3,EBS,CloudFront"
tech-342,Engineering Processor 112,Engineering Processor 112 Frontend,Java 21,Next.js,,"Step Functions,EventBridge","EFS,FSx"
tech-343,Engineering Processor 112,Engineering Processor 112 Worker,Node.js 18,Solid.js,,"Kafka,SNS,WebSockets,MQTT",S3
tech-344,Engineering Processor 112,Engineering Processor 112 API,Java 21,Angular,"MySQL,Neptune","WebSockets,REST API,RabbitMQ","EBS,Backup,CloudFront"
tech-345,Procurement Tracker,Procurement Tracker Worker,Go 1.21,Next.js,Neptune,"SQS,REST API,Step Functions","EBS,Storage Gateway,Glacier"
tech-346,Procurement Tracker,Procurement Tracker Worker,Java 21,Ruby on Rails,Neo4j,"Step Functions,SQS,gRPC","FSx,EFS,Backup"
tech-347,Procurement Tracker,Procurement Tracker Backend,Ruby 3.1,Gin,MariaDB,GraphQL,S3
tech-348,Manufacturing Management System 114,Manufacturing Management System 114,Node.js 18,Gin,,"GraphQL,SNS",Storage Gateway
tech-349,R&D Processor,R&D Processor API,Node.js 18,Solid.js,,"SNS,AMQP,Kinesis,GraphQL",Glacier
tech-350,R&D Processor,R&D Processor Processor,Java 11,Angular,"PostgreSQL,DocumentDB,MySQL","Kafka,SQS,GraphQL","Backup,Glacier"
tech-351,Legal Engine,Legal Engine,Go 1.20,Next.js,"Elasticsearch,Cassandra,CouchDB","Step Functions,Auth0",EFS
tech-352,Risk Management Service 117,Risk Management Service 117,Node.js 20,Fiber,"Timestream,DocumentDB","Kafka,RabbitMQ",Glacier
tech-353,Product Gateway,Product Gateway API,Java 11,Angular,"Redshift,Neo4j","REST API,WebSockets,gRPC","Glacier,EFS"
tech-354,Product Gateway,Product Gateway Backend,Python 3.11,Express.js,"Aurora MySQL,CouchDB,PostgreSQL",SQS,"EFS,Storage Gateway"
tech-355,Engineering Monitor,Engineering Monitor Service,.NET 7,Angular,"DynamoDB,Oracle","gRPC,Cognito,REST API,GraphQL","EBS,Glacier,Storage Gateway"
tech-356,Engineering Monitor,Engineering Monitor Service,Go 1.21,Angular,,"EventBridge,GraphQL,gRPC","Backup,EFS"
tech-357,Customer Service Portal,Customer Service Portal Worker,Java 17,Laravel,,"AMQP,SNS,GraphQL,Cognito","S3,Glacier,Backup"
tech-358,Customer Service Portal,Customer Service Portal API,Java 11,Express.js,,"EventBridge,MQTT",FSx
tech-359,Customer Service Portal,Customer Service Portal API,Node.js 16,React,,EventBridge,"CloudFront,EBS,Backup"
tech-360,Customer Service Portal,Customer Service Portal Processor,Node.js 20,Express.js,"Timestream,Aurora MySQL,CouchDB",EventBridge,CloudFront
tech-361,Product Processor 121,Product Processor 121 API,Java 21,Solid.js,Redis,RabbitMQ,"Storage Gateway,S3"
tech-362,Product Processor 121,Product Processor 121 Service,Go 1.21,Django,,"SQS,MQTT,Kafka,Auth0","S3,FSx"
tech-363,Product Processor 121,Product Processor 121 Frontend,Node.js 20,FastAPI,Aurora PostgreSQL,Kafka,EBS
tech-364,Product Processor 121,Product Processor 121 Service,Node.js 16,Laravel,,"gRPC,Kafka","EFS,Storage Gateway,Glacier"
tech-365,Product Processor 121,Product Processor 121 API,Node.js 16,Django,,"Kafka,Auth0,AMQP,Cognito","Glacier,EBS,Storage Gateway"
tech-366,Risk Management Service,Risk Management Service Frontend,.NET 7,Solid.js,,"GraphQL,Cognito,REST API","Glacier,EBS,S3"
tech-367,Risk Management Service,Risk Management Service Frontend,Java 21,Vue.js,"MySQL,MongoDB,PostgreSQL",GraphQL,Glacier
tech-368,Risk Management Service,Risk Management Service Service,PHP 8.2,Express.js,"MariaDB,Cassandra,Aurora MySQL","Step Functions,Auth0,AMQP,REST API","S3,CloudFront"
tech-369,IT Dashboard,IT Dashboard Frontend,Python 3.12,Django,Redis,"Auth0,RabbitMQ","Glacier,CloudFront,S3"
tech-370,IT Dashboard,IT Dashboard Worker,.NET 6,Solid.js,Aurora PostgreSQL,"gRPC,RabbitMQ,SNS,REST API","S3,CloudFront"
tech-371,IT Dashboard,IT Dashboard Processor,Java 21,Express.js,"MySQL,MongoDB,Aurora MySQL","EventBridge,SQS,Step Functions","EFS,FSx,CloudFront"
tech-372,IT Dashboard,IT Dashboard API,Python 3.12,Express.js,,"REST API,Kafka",Backup
tech-373,IT Dashboard,IT Dashboard Backend,Ruby 3.0,Flask,"Aurora PostgreSQL,MongoDB","Auth0,REST API","S3,FSx,Backup"
tech-374,Customer Service Analyzer,Customer Service Analyzer,Node.js 18,Remix,,Cognito,S3
tech-375,Marketing Dashboard,Marketing Dashboard API,Python 3.9,Django,,"WebSockets,Kafka",Storage Gateway
tech-376,Marketing Dashboard,Marketing Dashboard API,Java 11,Spring Boot,,Kinesis,FSx
tech-377,Product Hub 126,Product Hub 126,Java 11,Laravel,"Oracle,Elasticsearch",REST API,"S3,Glacier"
tech-378,Sales Tracker,Sales Tracker Service,PHP 8.1,Angular,,"Auth0,MQTT",S3
tech-379,Sales Tracker,Sales Tracker API,Go 1.20,Django,"Elasticsearch,MongoDB,CouchDB","Cognito,gRPC,Kafka","FSx,EBS,S3"
tech-380,Business Development Monitor 128,Business Development Monitor 128,.NET 6,Svelte,"Timestream,Cassandra","Auth0,RabbitMQ,MQTT,EventBridge",Storage Gateway
tech-381,Analytics Platform 129,Analytics Platform 129,Java 11,Fiber,"DynamoDB,Neo4j","GraphQL,gRPC,MQTT,SNS",Glacier
tech-382,IT Engine 130,IT Engine 130 API,Java 21,Express.js,,"Auth0,WebSockets","EFS,EBS,Storage Gateway"
tech-383,IT Engine 130,IT Engine 130 API,Node.js 18,React,,"Step Functions,MQTT,REST API","CloudFront,FSx"
tech-384,IT Engine 130,IT Engine 130 Processor,Node.js 16,FastAPI,DocumentDB,"REST API,WebSockets",EFS
tech-385,Operations Processor,Operations Processor Service,Node.js 20,Django,"Redis,DocumentDB",WebSockets,"S3,Storage Gateway"
tech-386,Operations Processor,Operations Processor Worker,Ruby 3.0,Ruby on Rails,"Neptune,DynamoDB,Elasticsearch","Auth0,SQS,SNS",EBS
tech-387,Operations Processor,Operations Processor Worker,Ruby 3.1,Nuxt.js,"Cassandra,Redshift,Redis","Cognito,WebSockets","Backup,Storage Gateway"
tech-388,Marketing Dashboard,Marketing Dashboard Frontend,Ruby 3.1,Echo,"PostgreSQL,SQL Server","MQTT,GraphQL,gRPC,WebSockets","Glacier,EFS"
